Episode,Timestep,Action,State,Transmission Power,Beacon Rate,CBR,Reward
42,60,2,"(2, 1)",0.5929972711880921,0.35159974763040336,0.8650811343870178,-4
42,61,0,"(2, 0)",0.5451873041763139,0.6936772236940687,0.8547118244913803,-1
42,62,2,"(1, 0)",0.7652031046573596,0.4485125865268159,0.845454521376783,2
42,63,1,"(1, 0)",0.639891237333029,0.400726024796608,0.7323319313865615,9
42,64,2,"(2, 0)",0.7063211015327862,0.38840991870754893,0.5150734888917881,-1
42,65,3,"(2, 0)",0.5315945529753843,0.4533389320916102,0.8290590394215978,2
42,66,1,"(2, 1)",0.8986738992175716,0.34974324023682146,0.5275186216991655,-1
42,67,3,"(3, 1)",0.6252456462582427,0.6189984433223776,0.470106812667214,2
42,68,0,"(3, 2)",0.5980082943315835,0.320107131061265,0.41388020641789114,-4
42,69,3,"(2, 2)",0.5255438702343042,0.30486512969376445,0.47792771686834623,-1
42,70,2,"(2, 3)",0.5785969951624175,0.6620521143761173,0.9911455266707522,-1
42,71,3,"(2, 2)",0.8261847590414257,0.4239663230756798,0.7482421478631194,9
42,72,2,"(2, 3)",0.6627622626274965,0.4430590545853658,0.6925038925798954,9
42,73,0,"(2, 2)",0.9181294782653273,0.3609503922714422,0.7245171567776034,6
42,74,2,"(1, 2)",0.8345648096386984,0.4261071287082281,0.6515677089732458,9
42,75,2,"(1, 1)",0.8360706345697493,0.4742325028699276,0.5092997292289494,2
42,76,2,"(1, 0)",0.5782512486088398,0.599751403939067,0.48480337553389174,2
42,77,0,"(1, 0)",0.5265143909059921,0.3579455908229543,0.5523016181226386,6
42,78,2,"(0, 0)",0.9588527310103443,0.5925142553513896,0.5974268084043426,9
42,79,3,"(0, 0)",0.9903650977301464,0.40310822330682294,0.793023547082537,2
42,80,3,"(0, 1)",0.5442369162988926,0.6739505849832538,0.7113347489089671,9
42,81,2,"(0, 2)",0.7058870797158519,0.43489930606122673,0.6046991301633459,9
42,82,1,"(0, 1)",0.6458082547371229,0.43794778729037,0.7321700784868507,9
42,83,2,"(1, 1)",0.7106489010824955,0.6659555262133107,0.6860170087431681,9
42,84,2,"(1, 0)",0.75817876038803,0.4664264386812514,0.8767556694525216,-1
42,85,2,"(1, 0)",0.994774202164216,0.4530260047137165,0.9137926676141428,-1
42,86,1,"(1, 0)",0.8778010847959503,0.3587758219525816,0.6970558153228483,6
42,87,3,"(2, 0)",0.9375056434713818,0.44577260630351545,0.5547142992650097,9
42,88,2,"(2, 1)",0.9674422591749059,0.3287437033623255,0.7258751799875349,6
42,89,0,"(2, 0)",0.846070369806571,0.3487539393930995,0.5293048713008267,-1
42,90,2,"(1, 0)",0.5060206492209247,0.5937116161164319,0.8805221243206208,-1
42,91,0,"(1, 0)",0.6110097742341704,0.5977623435024709,0.6854868058934358,9
42,92,3,"(0, 0)",0.5176737689158506,0.6846254825250107,0.9232829996380323,-1
42,93,3,"(0, 1)",0.6702178128759433,0.6317971208249671,0.7036532080727971,9
42,94,3,"(0, 2)",0.9247817265108198,0.49727695837673236,0.5151911019883701,2
42,95,1,"(0, 3)",0.534851039907958,0.5000166558207347,0.9712216255525831,-1
42,96,1,"(1, 3)",0.8788725222381866,0.44375115497692685,0.7750517003669233,2
42,97,0,"(2, 3)",0.6606019762632307,0.6267617812136497,0.6488819711129282,9
42,98,3,"(1, 3)",0.8041983386216546,0.3543698037108626,0.626744583920027,6
42,99,3,"(1, 4)",0.7499989896397089,0.5466862855729901,0.5054423928252395,2
42,100,3,"(1, 4)",0.7045908936379612,0.5113693876877095,0.9429055064668173,-1
42,101,3,"(1, 4)",0.7601317522553637,0.32893693516780304,0.6731515051453003,6
42,102,2,"(1, 4)",0.7114282439613504,0.38890791114479395,0.9417197855260537,-4
42,103,0,"(1, 3)",0.5645865904736032,0.3523986995946557,0.720014279705605,6
42,104,2,"(0, 3)",0.8676095644176924,0.6764292957880808,0.9687958943390897,-1
42,105,3,"(0, 2)",0.9955143399268276,0.4493588597532811,0.4913349996966221,2
42,106,2,"(0, 3)",0.6903153101679044,0.31835154875667077,0.7660550627288014,-1
42,107,0,"(0, 2)",0.9444798357442716,0.6355874812350313,0.6297504867696524,9
42,108,2,"(0, 2)",0.9466994078880235,0.34654100223814077,0.6207677326857814,6
42,109,1,"(0, 1)",0.831804483525195,0.5591908262233276,0.9639603485187752,-1
42,110,0,"(1, 1)",0.8270091709292378,0.446115286234539,0.5452655195599511,2
42,111,2,"(0, 1)",0.7849433095671913,0.4896893399558478,0.9615468678026386,-1
42,112,2,"(0, 0)",0.7884550529947478,0.4391778212247422,0.7195798859553336,9
42,113,3,"(0, 0)",0.8707969101816333,0.4784012620450172,0.8380452794161903,2
42,114,0,"(0, 1)",0.7898822980857538,0.5356222595094404,0.8354610284690576,2
42,115,3,"(0, 1)",0.685359307386108,0.4052712591989497,0.6835463137759502,9
42,116,2,"(0, 2)",0.9005376634388447,0.3316823665527542,0.5367484031363836,-1
42,117,0,"(0, 1)",0.8552151893860303,0.4311342500626491,0.713318995046726,9
42,118,3,"(0, 1)",0.8599418127592199,0.31826766944889046,0.8261653939086644,-1
42,119,3,"(0, 2)",0.6405275787226065,0.3811995758980864,0.9830932681394947,-4
42,120,0,"(0, 3)",0.8983406043724527,0.5786070819928972,0.7627769702284326,2
42,121,2,"(0, 3)",0.9685056187692647,0.5304437157658866,0.696763069032311,9
42,122,1,"(0, 2)",0.6665258284884534,0.6704926095071211,0.6344634314618468,9
42,123,1,"(1, 2)",0.9526677238010057,0.5754963798359702,0.7249384323679856,9
42,124,2,"(2, 2)",0.5671249005935587,0.43131796327049954,0.8544207023298627,-1
42,125,2,"(2, 1)",0.6398758721046983,0.4211520110953427,0.8561081162484538,-1
42,126,0,"(2, 0)",0.5842941313198137,0.4049626882208841,0.5787476992159485,9
42,127,1,"(1, 0)",0.6935869177447231,0.5747518990221776,0.7832507874046093,2
42,128,0,"(2, 0)",0.9698727792982594,0.6948486344508484,0.9773193064970002,-1
42,129,0,"(1, 0)",0.7312101776293671,0.6081227651748105,0.9341407847975387,-1
42,130,3,"(0, 0)",0.9673980656038104,0.45948535709779414,0.5220110238294525,2
42,131,2,"(0, 1)",0.8159033094554974,0.4195835412722345,0.5486425551382571,2
42,132,0,"(0, 0)",0.8928082398757384,0.4917001373942032,0.7597494728099083,2
42,133,2,"(0, 0)",0.7468836101102778,0.5197622974605203,0.7525313060788862,2
42,134,0,"(0, 0)",0.8554786527042546,0.5215388342957112,0.5938234381436863,9
42,135,2,"(0, 0)",0.9405633569770202,0.4534617077811978,0.8130515746522993,2
42,136,1,"(0, 0)",0.6168167194780276,0.5774376997556387,0.7246657750847041,9
42,137,1,"(1, 0)",0.8596058499576908,0.47536027143912896,0.996643473962529,-1
42,138,1,"(2, 0)",0.880678762258466,0.38339586272441245,0.9816214952390194,-4
42,139,0,"(3, 0)",0.9962299273287644,0.6294359080043506,0.8240288306111918,2
42,140,0,"(2, 0)",0.5947219511663275,0.4620683812725302,0.84149782760165,2
42,141,2,"(1, 0)",0.5559349724911188,0.49552165056173136,0.43111997999252905,-1
42,142,2,"(1, 0)",0.7687320396925188,0.6757433691641159,0.7137162738198612,9
42,143,0,"(1, 0)",0.8075785157224216,0.6749763241133702,0.9053339506496006,-1
42,144,1,"(0, 0)",0.5582987871015577,0.3776116381426444,0.9931046809710373,-4
42,145,2,"(1, 0)",0.8290674858168238,0.5222825875146027,0.8762602719104355,-1
42,146,1,"(1, 0)",0.7281643503992696,0.38287401053567316,0.6532375713175093,6
42,147,0,"(2, 0)",0.7438818017244799,0.5337391121907499,0.49398893478990324,2
42,148,1,"(1, 0)",0.5341125787771406,0.4220077875096617,0.787738446636295,2
42,149,0,"(2, 0)",0.8176325009819965,0.48319900599629073,0.406365947716406,-1
42,150,0,"(1, 0)",0.9862961250435944,0.48634966812421815,0.8046086918212256,2
42,151,3,"(0, 0)",0.5001898500490415,0.4539647314126147,0.9118524920373535,-1
42,152,1,"(0, 1)",0.905560715814865,0.6240739583720507,0.5661302558702453,9
42,153,1,"(1, 1)",0.8887511306247973,0.547698991929046,0.6069620864419103,9
42,154,0,"(2, 1)",0.7075846105481834,0.591753665675107,0.4032907572756628,-1
42,155,2,"(1, 1)",0.8957453302846821,0.6767605476440053,0.9235973073611404,-1
42,156,2,"(1, 0)",0.9906773562957601,0.426499883288456,0.6862246150963525,9
42,157,1,"(1, 0)",0.8619824881401004,0.45797493024186053,0.5705382645955073,9
42,158,0,"(2, 0)",0.6701078000659912,0.4792075481303083,0.7308716559905137,9
42,159,0,"(1, 0)",0.8936002302163705,0.3485641025664518,0.9134540677999223,-4
42,160,3,"(0, 0)",0.5483092105535855,0.5165091390628334,0.8063369300458305,2
42,161,0,"(0, 1)",0.9760774160450448,0.5673141222405154,0.5123107799679074,2
42,162,2,"(0, 1)",0.5619479261953593,0.64802706365593,0.5365221884843041,2
42,163,2,"(0, 0)",0.838387139030957,0.5778115257094022,0.9562572526030813,-1
42,164,3,"(0, 0)",0.6165741712000364,0.6325314260866044,0.4602016462577556,2
42,165,2,"(0, 1)",0.7088473915919637,0.6501206604239365,0.753583751996566,2
42,166,1,"(0, 0)",0.6825983145383796,0.676408850352244,0.4855740160010321,2
42,167,2,"(1, 0)",0.7051335340353528,0.5928975414696719,0.8323228588276412,2
42,168,3,"(1, 0)",0.9133196476648408,0.6153691063416646,0.465279426955177,2
42,169,2,"(1, 1)",0.8021835512131095,0.3706127581342337,0.9565844257475082,-4
42,170,3,"(1, 0)",0.6090137349731044,0.5729389293307723,0.7172944314330415,9
42,171,3,"(1, 1)",0.9986361624388129,0.6826487272895304,0.473434292654897,2
42,172,2,"(1, 2)",0.506340233847854,0.4600347247642471,0.47260042999769547,2
42,173,3,"(1, 1)",0.8258223647011814,0.5766590113850527,0.7814299396337732,2
42,174,1,"(1, 2)",0.9414510066856141,0.33454797287265803,0.8200356833209377,-1
42,175,0,"(2, 2)",0.5427483438487491,0.39589601409902914,0.8549851243536305,-4
42,176,2,"(1, 2)",0.937498737141762,0.35616188298728135,0.9640290367211513,-4
42,177,2,"(1, 1)",0.971120896038308,0.6005849088517299,0.7618545248853807,2
42,178,0,"(1, 0)",0.649458442464601,0.5833993817563006,0.8140311842250767,2
42,179,2,"(0, 0)",0.5684991709651608,0.5510755894822477,0.6124956503061617,9
42,180,2,"(0, 0)",0.5735446425554473,0.4009764590792271,0.5378117074455522,2
42,181,2,"(0, 0)",0.658809444255599,0.437640431186685,0.8977990257211075,-1
42,182,0,"(0, 0)",0.9026057486965839,0.6222809989375683,0.7883991926847237,2
42,183,2,"(0, 0)",0.8451580582060227,0.5605400712486811,0.6318076396366912,9
42,184,1,"(0, 0)",0.8416076776537493,0.38508569566048284,0.6869148487891685,6
42,185,1,"(1, 0)",0.6813016054321595,0.6579264666631107,0.46243856693870244,2
42,186,0,"(2, 0)",0.5113586938271681,0.3550839112070289,0.6942554384516963,6
42,187,1,"(1, 0)",0.6085812944069409,0.3484605153981899,0.5538888523359862,6
42,188,2,"(2, 0)",0.6409758585024256,0.5338566561250773,0.6944098586614548,9
42,189,1,"(2, 0)",0.841674269835762,0.45249504225033027,0.9717004114679644,-1
42,190,1,"(3, 0)",0.6656553643674774,0.37855159637850155,0.7761199974530191,-1
42,191,0,"(4, 0)",0.5352548221698937,0.37248096138404435,0.9837334860787469,-4
42,192,0,"(3, 0)",0.9416470727957665,0.6982652812412486,0.8247386268032555,2
42,193,1,"(2, 0)",0.7557525423609859,0.31875645255030577,0.678785574009185,6
42,194,0,"(3, 0)",0.5676103357572351,0.3807982753958062,0.6639956344461925,6
42,195,0,"(2, 0)",0.8965044549521461,0.46223877088367904,0.9856621362933943,-1
42,196,1,"(1, 0)",0.7156945153783092,0.6112586990898292,0.7896307048409739,2
42,197,3,"(2, 0)",0.9663513041916252,0.5174734564539397,0.7203311425174299,9
42,198,2,"(2, 1)",0.5476054964390971,0.32043872668105233,0.8891905524380331,-4
42,199,0,"(2, 0)",0.5687774121879658,0.5559794997947454,0.9559259671249597,-1
42,200,2,"(1, 0)",0.7046217371695586,0.5342292679155787,0.9503317442343855,-1
42,201,1,"(1, 0)",0.8214255223445419,0.6216265145333095,0.7417283215562889,9
42,202,0,"(2, 0)",0.7150244018372462,0.5732896627026475,0.9903042405951302,-1
42,203,2,"(1, 0)",0.8457444869182476,0.38749066864286563,0.6902391548215551,6
42,204,1,"(1, 0)",0.7081999409994806,0.4859351645857233,0.4226079279317341,-1
42,205,3,"(2, 0)",0.9104026661677189,0.32943661388572204,0.7664211572218975,-1
42,206,3,"(2, 1)",0.836891260778502,0.516437039306082,0.46561685053083385,2
42,207,1,"(2, 2)",0.8019473664818504,0.5826532040333512,0.47324667351106037,2
42,208,3,"(3, 2)",0.9629988668760858,0.5529323336077152,0.5019263393542394,2
42,209,1,"(3, 3)",0.859142247267431,0.5974740631695538,0.546904158951953,2
42,210,3,"(4, 3)",0.7811426981643641,0.45335486129117886,0.546609749418041,100
43,0,2,"(0, 0)",0.6380918610158801,0.3039487152822236,0.8658028403892566,-4
43,1,1,"(0, 0)",0.8357923746731646,0.5318681700036706,0.6318623996863953,9
43,2,3,"(1, 0)",0.5608568985822797,0.656094098273068,0.6587962144654345,9
43,3,2,"(1, 1)",0.5406897998893954,0.3846382500552543,0.6310936561446325,6
43,4,2,"(1, 0)",0.6716523651201425,0.5561364188551197,0.7547851089620787,2
43,5,3,"(1, 0)",0.8533223029417775,0.5142960409747258,0.605097743556001,9
43,6,0,"(1, 1)",0.808605019085095,0.5916892706532633,0.84915631695078,2
43,7,1,"(0, 1)",0.5661503720268208,0.6575472328123922,0.48636046879529626,2
43,8,2,"(1, 1)",0.9269378254560396,0.4432770209525778,0.9899195998674497,-1
43,9,1,"(1, 0)",0.5168935796512134,0.5948941638589811,0.8366107569860758,2
43,10,2,"(2, 0)",0.627327725459053,0.38967927036291716,0.8418740218805657,-1
43,11,1,"(2, 0)",0.5581725926145545,0.324855792115052,0.6443220248076621,6
43,12,0,"(3, 0)",0.7501744962128217,0.6636745250098952,0.8100140494170663,2
43,13,0,"(2, 0)",0.9718420639528007,0.35363747813676916,0.7072450240259252,6
43,14,2,"(1, 0)",0.6340205569249918,0.6787986878379291,0.5933534809000123,9
43,15,2,"(1, 0)",0.5352909055371232,0.5758157868705287,0.7367001779169802,9
43,16,2,"(1, 0)",0.9324198569773465,0.481415361402471,0.7397287764447653,9
43,17,1,"(1, 0)",0.5483716217081605,0.47387884854862483,0.5126625058540751,2
43,18,0,"(2, 0)",0.5748331473951556,0.6454432401165716,0.46888395970017277,2
43,19,1,"(1, 0)",0.5615789213783294,0.5549929856420811,0.43813159467971174,-1
43,20,3,"(2, 0)",0.7078372875141137,0.32797032629038053,0.5958539688709832,6
43,21,2,"(2, 1)",0.8371624792186214,0.389309272501241,0.7696826559934633,-1
43,22,3,"(2, 0)",0.6000764846485322,0.359321970898703,0.7239636269692107,6
43,23,0,"(2, 1)",0.6608233111309679,0.6702067603324895,0.40021671819213955,-1
43,24,3,"(1, 1)",0.6715574278092103,0.30546082213173326,0.8141203335034526,-1
43,25,2,"(1, 2)",0.9344516001410567,0.5361418753764076,0.5178225944958634,2
43,26,3,"(1, 1)",0.5955002565884862,0.43212192927905746,0.9692027019811617,-1
43,27,2,"(1, 2)",0.7501320227149343,0.5452111539000553,0.5341391842347806,2
43,28,1,"(1, 1)",0.6856595888601953,0.4041275417625569,0.855126534864824,-1
43,29,3,"(2, 1)",0.996577906887121,0.428511682060448,0.8803953346229014,-1
43,30,2,"(2, 2)",0.6067589038786063,0.6210850308149134,0.7474899379286442,9
43,31,0,"(2, 1)",0.8134988885408245,0.31845355658459346,0.6859486643346051,6
43,32,3,"(1, 1)",0.6234836650679056,0.45393180205806694,0.47258871094991634,2
43,33,2,"(1, 2)",0.8691153948050248,0.5540315295844072,0.6759767818003378,9
43,34,3,"(1, 1)",0.5717009893366067,0.5408456563621377,0.594608648947433,9
43,35,3,"(1, 2)",0.7489236673441053,0.5279830949142001,0.5589053722396127,9
43,36,1,"(1, 3)",0.5940533181224932,0.3121836026719567,0.8299197575954329,-1
43,37,0,"(2, 3)",0.5357043794022698,0.6773435885976055,0.4147242395900742,-1
43,38,3,"(1, 3)",0.7918927719730482,0.49965314390249005,0.829138370444727,2
43,39,1,"(1, 4)",0.830529298136629,0.647526273422903,0.5731965562484115,9
43,40,3,"(2, 4)",0.6129357735415477,0.6498211180109312,0.6671926309211622,9
43,41,2,"(2, 4)",0.7163646165720796,0.3605622855640255,0.7299589141836397,6
43,42,0,"(2, 3)",0.9266529936214287,0.6849685352070689,0.9431035947203955,-1
43,43,3,"(1, 3)",0.9176062848768355,0.6624042946325185,0.8369338343832278,2
43,44,3,"(1, 4)",0.9215654711631773,0.495416667608498,0.4848254919102546,2
43,45,1,"(1, 4)",0.5639998054563189,0.3767580792260002,0.4188913588034223,-4
43,46,2,"(2, 4)",0.9356808539963892,0.3834552584214275,0.9664722239168473,-4
43,47,3,"(2, 3)",0.8267052719461241,0.5197804739200886,0.482125274514258,2
43,48,3,"(2, 4)",0.6334999969230559,0.3797693208040167,0.6259169342611215,6
43,49,2,"(2, 4)",0.8205525031455683,0.5606721634413174,0.894073362392622,-1
43,50,0,"(2, 3)",0.6064516763345328,0.4425292165710131,0.6331409872733256,9
43,51,1,"(1, 3)",0.746712113759221,0.4320322226832148,0.6241299324893372,9
43,52,3,"(2, 3)",0.8188408966723528,0.5159801403318227,0.4780281445482977,2
43,53,0,"(2, 4)",0.625206155285527,0.4516305361432108,0.717298818256237,9
43,54,2,"(1, 4)",0.8110876493851857,0.3281775589561223,0.5337628213959879,-1
43,55,1,"(1, 3)",0.7626420113211121,0.473512531236312,0.6966058753853528,9
43,56,1,"(2, 3)",0.8169865140744474,0.5888840311752959,0.46102975214117603,2
43,57,0,"(3, 3)",0.5233162153281097,0.34141886202948313,0.58582602638706,6
43,58,3,"(2, 3)",0.9444442895892926,0.4195088815987993,0.8900964865041129,-1
43,59,1,"(2, 4)",0.6365597102428092,0.3741782534017146,0.7075298730408255,6
43,60,2,"(3, 4)",0.5033758723612767,0.5341993187686075,0.7801796322346932,2
43,61,1,"(3, 3)",0.7727081350318897,0.5097982867587163,0.8470557017375651,2
43,62,0,"(4, 3)",0.6532249403875114,0.3809150425744703,0.524467252783795,-1
43,63,2,"(3, 3)",0.8834458455515215,0.6634977740916089,0.434040969030128,-1
43,64,2,"(3, 2)",0.7511863904662869,0.6582553209674143,0.9009547125492484,-1
43,65,2,"(3, 1)",0.8984440580677688,0.6343528477741296,0.9889140567303988,-1
43,66,0,"(3, 0)",0.5034740308815043,0.6614487720184187,0.7409054472095766,9
43,67,2,"(2, 0)",0.6020190686543916,0.4931511286238093,0.7991089405376433,2
43,68,0,"(2, 0)",0.7774610699513651,0.6111157110020851,0.603957995750388,9
43,69,0,"(1, 0)",0.7844049270722693,0.5734452547501048,0.4565289669798579,2
43,70,3,"(0, 0)",0.5652488738462498,0.643709544344122,0.9138839468599875,-1
43,71,1,"(0, 1)",0.8462744354296832,0.6030667651728782,0.5931782725405619,9
43,72,1,"(1, 1)",0.8659334832761458,0.6769461494938982,0.7167190423452925,9
43,73,2,"(2, 1)",0.8944464986942043,0.6266461656530533,0.692203200149486,9
43,74,3,"(2, 0)",0.9865607218482163,0.6343588827159587,0.7905572797932647,2
43,75,1,"(2, 1)",0.8560100053872172,0.6157465946068501,0.5893141828181911,9
43,76,3,"(3, 1)",0.513083128221501,0.34555869031877545,0.745376833717244,6
43,77,3,"(3, 2)",0.8673819282801098,0.34732880380750625,0.8144131086438138,-1
43,78,3,"(3, 3)",0.8713202008468792,0.6803825246181758,0.7021950796223079,9
43,79,3,"(3, 4)",0.8317958113033027,0.5511611596190809,0.9098055417347831,-1
43,80,1,"(3, 4)",0.512569835784862,0.5909686218507652,0.7547765643342146,100
44,0,2,"(0, 0)",0.5005276569099735,0.5184387026536424,0.8001965282136971,2
44,1,1,"(0, 0)",0.5952747267932382,0.38358152641234655,0.4196453682718855,-4
44,2,1,"(1, 0)",0.7610566604545199,0.33778863598078823,0.8621961240965063,-4
44,3,1,"(2, 0)",0.7909489906415723,0.6740704257896377,0.6665472524902023,9
44,4,2,"(3, 0)",0.6999441037776535,0.44136686954793847,0.9647672667434072,-1
44,5,3,"(3, 0)",0.9638097566133197,0.6844377794210981,0.9927066010291993,-1
44,6,3,"(3, 1)",0.5404564395216738,0.322897976646309,0.875301240206954,-4
44,7,0,"(3, 2)",0.7222743912445997,0.6229971090391464,0.6739751560576528,9
44,8,1,"(2, 2)",0.9362442826882238,0.5978747405773808,0.918602782632761,-1
44,9,3,"(3, 2)",0.6642532450526715,0.4985225451707026,0.6334258742114,9
44,10,0,"(3, 3)",0.9520932025386801,0.5061164200721869,0.5732354102277586,9
44,11,0,"(2, 3)",0.945592773100197,0.4208399330709152,0.9873561477743505,-1
44,12,1,"(1, 3)",0.7097105034464337,0.5017856406738271,0.933194369790889,-1
44,13,0,"(2, 3)",0.716937937507852,0.3828778398055995,0.6538381968931832,6
44,14,2,"(1, 3)",0.930281313858577,0.653072015551488,0.7341547877131236,9
44,15,3,"(1, 2)",0.5566589733402153,0.307253240044423,0.974006543948398,-4
44,16,1,"(1, 3)",0.6569613456597103,0.5112162494938555,0.5140248073679684,2
44,17,2,"(2, 3)",0.7405745596158734,0.4032733374655865,0.6133465874851651,9
44,18,0,"(2, 2)",0.9436882579579202,0.6627531561696829,0.6047129209028207,9
44,19,0,"(1, 2)",0.579864748298732,0.392796923393144,0.5698348713765673,6
44,20,2,"(0, 2)",0.8554888842852402,0.6280458222730144,0.7910092324245066,2
44,21,2,"(0, 1)",0.5048150958520553,0.3928405510696688,0.6596250229421174,6
44,22,2,"(0, 0)",0.5830274029739089,0.34269397319073724,0.46054495758510405,-1
44,23,3,"(0, 0)",0.7268950109579633,0.3412294400183507,0.9871824263167236,-4
44,24,3,"(0, 1)",0.6009411065930108,0.39659382063848436,0.6755429272727311,6
44,25,2,"(0, 2)",0.6879724304920686,0.5131223760679717,0.6676563103597576,9
44,26,0,"(0, 1)",0.8488895476235404,0.6708940217434346,0.6734485559064891,9
44,27,3,"(0, 1)",0.9511912541638571,0.6903599829102011,0.7540269577463687,2
44,28,3,"(0, 2)",0.8341395931451969,0.5568404418660988,0.9081559055303844,-1
44,29,2,"(0, 3)",0.7091914610127599,0.6801491927677621,0.8657337790469167,-1
44,30,2,"(0, 2)",0.6940921716827211,0.6046974181393404,0.7514576087660007,2
44,31,1,"(0, 1)",0.5663110512594305,0.5504450083424961,0.8340931291972612,2
44,32,0,"(1, 1)",0.6697829146301566,0.49297123934833487,0.7061288465479799,9
44,33,2,"(0, 1)",0.7561807883878333,0.6875820418389871,0.4279213365895554,-1
44,34,0,"(0, 0)",0.8915290480005378,0.6041041091792068,0.9936409401488149,-1
44,35,3,"(0, 0)",0.8008251004185115,0.5035512162881239,0.6400884306885679,9
44,36,3,"(0, 1)",0.7777220160852754,0.6130466550361708,0.6363736066110419,9
44,37,2,"(0, 2)",0.7043501753346586,0.6279540166203121,0.616016920538069,9
44,38,0,"(0, 1)",0.8252470655503481,0.5699888965617423,0.6485297676486079,9
44,39,0,"(0, 1)",0.8355288358983658,0.3605626202370084,0.9560084448251327,-4
44,40,1,"(0, 1)",0.9770736460032334,0.3704106351076677,0.4128550809211643,-4
44,41,0,"(1, 1)",0.8744097429823487,0.38177825944102267,0.8038960119712351,-1
44,42,1,"(0, 1)",0.8748416396021568,0.5573646115967017,0.9383933400170271,-1
44,43,2,"(1, 1)",0.943533948237854,0.35546929750821327,0.591968312682976,6
44,44,2,"(1, 0)",0.6964881423561824,0.39654755865196784,0.4668615110079191,-1
44,45,0,"(1, 0)",0.590476710707931,0.4719144149970841,0.5839867545325962,9
44,46,2,"(0, 0)",0.9850780031535415,0.6527344252677205,0.45543394830165335,2
44,47,2,"(0, 0)",0.5759000053807337,0.4769777300299787,0.4567628470287708,2
44,48,1,"(0, 0)",0.9260062011020922,0.3202436962994536,0.5710348968874325,6
44,49,2,"(1, 0)",0.7625247450948007,0.6754276770321042,0.7506615956486093,2
44,50,2,"(1, 0)",0.7017189575736354,0.44731648797283835,0.5943623833759114,9
44,51,2,"(1, 0)",0.7306392992891997,0.3942616494643199,0.6488303105212304,6
44,52,2,"(1, 0)",0.6510990509362408,0.4568223736599529,0.7579704953337862,2
44,53,0,"(1, 0)",0.8439393356952377,0.4827808672897174,0.6531673700842786,9
44,54,2,"(0, 0)",0.6039158441408747,0.49959023347348686,0.8316892485217848,2
44,55,1,"(0, 0)",0.605459339956197,0.4718770181477266,0.40018079320233607,-1
44,56,1,"(1, 0)",0.534163898791771,0.5362702808122815,0.7507400439474257,2
44,57,3,"(2, 0)",0.754391424691818,0.45972334732794284,0.8881111081868681,-1
44,58,3,"(2, 1)",0.6808256360108433,0.3980423510749818,0.8157710545837691,-1
44,59,3,"(2, 2)",0.7159742323252778,0.6352188844223555,0.7153567351260433,9
44,60,0,"(2, 3)",0.9072821305921356,0.5822083737606355,0.6641748102785063,9
44,61,0,"(1, 3)",0.8218399087746411,0.49688223920985386,0.8919610451077474,-1
44,62,3,"(0, 3)",0.9248487754609088,0.5731593881674426,0.6345577723937186,9
44,63,1,"(0, 4)",0.6703246873384487,0.6062597332149533,0.9291046112781683,-1
44,64,2,"(1, 4)",0.9143361063066782,0.6487160985429201,0.8811967476148043,-1
44,65,2,"(1, 3)",0.914068854772137,0.6885036586850841,0.797524712565061,2
44,66,2,"(1, 2)",0.7774436942638954,0.45063110471101453,0.42882596468311374,-1
44,67,2,"(1, 1)",0.5319595493790878,0.4078614157644401,0.45087679317290297,2
44,68,1,"(1, 0)",0.7058306253444837,0.574317338720283,0.47795360684886534,2
44,69,0,"(2, 0)",0.8104673549275287,0.44265199834189084,0.49233106725420567,2
44,70,2,"(1, 0)",0.9650644134688917,0.43164304878068716,0.7346764939838206,9
44,71,1,"(1, 0)",0.7470175974461926,0.34893998813110194,0.9914845354602139,-4
44,72,2,"(2, 0)",0.6659297164360609,0.5091578290906419,0.784426397055172,2
44,73,1,"(2, 0)",0.6263254476055835,0.4133876188279437,0.6237217093299288,9
44,74,1,"(3, 0)",0.6934586958288081,0.38020519622910265,0.44364190923519853,-4
44,75,0,"(4, 0)",0.605790287421889,0.4983981954596944,0.5872899380025683,9
44,76,0,"(3, 0)",0.9215545136816575,0.471182365378484,0.5862858576661041,9
44,77,3,"(2, 0)",0.927714161898787,0.592968451523405,0.5716440768921867,9
44,78,0,"(2, 1)",0.7500396226039392,0.5886156673346252,0.4564017576679907,2
44,79,2,"(1, 1)",0.5505553820131387,0.30777484384665,0.46166049579511764,-1
44,80,1,"(1, 0)",0.5141281637792171,0.6083843743338782,0.4844291583733306,2
44,81,3,"(2, 0)",0.9129587607638381,0.6377330213325573,0.5207747703303585,2
44,82,2,"(2, 1)",0.9027765516520851,0.6494961411634352,0.9060076586630975,-1
44,83,2,"(2, 0)",0.8538214137278511,0.4388246723240738,0.8084413570522138,2
44,84,0,"(2, 0)",0.6485468175308382,0.608723688020687,0.42049123180730086,-1
44,85,3,"(1, 0)",0.9861342895699794,0.41378203605187663,0.9431455168368112,-1
44,86,0,"(1, 1)",0.5046440292804253,0.5118969386497397,0.5310955929383713,2
44,87,0,"(0, 1)",0.7519578101311022,0.6824521370599859,0.5610900327663211,9
44,88,3,"(0, 1)",0.8406125188226105,0.6823311080008285,0.6685699748322993,9
44,89,2,"(0, 2)",0.7916113610044216,0.5206830177698978,0.9698724972667079,-1
44,90,0,"(0, 1)",0.5669966611911563,0.42791671757536026,0.7747268656148041,2
44,91,2,"(0, 1)",0.751268515594133,0.6681541859087434,0.6146345283058118,9
